TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season,Month,SeasonType
1610612751,Brooklyn Nets,5,3,2,0.6,49.0,42.6,90.0,0.473,16.0,38.8,0.412,20.4,25.6,0.797,10.0,37.2,47.2,25.2,16.2,7.8,6.2,4.0,21.0,22.4,121.6,10.2,1,6,7,7,7,8,11,11,3,8,3,6,10,8,13,7,8,14,18,15,5,5,17,8,3,4,2020-21,3,Regular Season
1610612766,Charlotte Hornets,4,2,2,0.5,48.0,42.0,90.8,0.463,13.5,36.0,0.375,13.8,21.3,0.647,11.5,33.8,45.3,30.3,16.8,8.8,5.3,5.3,23.0,19.0,111.3,3.0,16,13,7,13,9,12,9,15,9,14,10,27,21,29,7,23,15,1,21,11,13,18,24,28,18,8,2020-21,3,Regular Season
1610612741,Chicago Bulls,5,2,3,0.4,48.0,40.4,88.6,0.456,14.0,37.4,0.374,22.4,28.2,0.794,8.4,34.2,42.6,26.0,18.4,7.4,4.0,4.2,21.8,26.6,117.2,-5.8,1,13,21,20,9,19,18,17,8,12,11,2,3,9,21,20,24,8,29,18,25,8,20,1,7,22,2020-21,3,Regular Season
1610612739,Cleveland Cavaliers,5,3,2,0.6,50.0,42.2,89.4,0.472,11.0,27.6,0.399,15.0,22.4,0.67,10.6,35.8,46.4,27.6,17.4,11.2,5.8,4.2,21.4,19.8,110.4,2.2,1,6,7,7,2,9,15,12,21,29,5,25,16,27,11,14,11,5,24,1,8,8,19,20,20,11,2020-21,3,Regular Season
1610612742,Dallas Mavericks,4,1,3,0.25,48.0,38.5,85.5,0.45,12.0,38.0,0.316,21.0,28.0,0.75,8.3,31.5,39.8,21.5,10.8,9.8,2.8,4.8,18.8,24.0,110.0,1.3,16,23,21,24,9,24,25,20,17,10,28,5,4,20,24,28,30,27,1,5,29,11,5,4,21,13,2020-21,3,Regular Season
1610612743,Denver Nuggets,4,1,3,0.25,49.3,43.5,86.8,0.501,11.0,31.0,0.355,19.3,26.8,0.72,9.5,32.8,42.3,27.8,16.0,7.0,6.0,4.0,20.3,26.0,117.3,-3.0,16,23,21,24,4,4,21,3,21,23,18,10,7,26,15,27,25,4,17,21,6,5,12,2,6,19,2020-21,3,Regular Season
1610612765,Detroit Pistons,4,0,4,0.0,50.5,40.8,95.3,0.428,12.5,39.0,0.321,17.5,23.3,0.753,12.5,36.0,48.5,24.5,15.5,7.3,4.3,6.0,22.8,22.5,111.5,-9.3,16,29,29,29,1,17,1,27,15,6,26,15,14,18,3,13,4,18,14,19,22,23,23,7,17,27,2020-21,3,Regular Season
1610612744,Golden State Warriors,4,2,2,0.5,48.0,37.8,94.5,0.399,13.0,39.5,0.329,22.3,28.5,0.781,9.3,33.5,42.8,21.5,15.0,9.0,6.0,5.8,24.3,21.5,110.8,-13.5,16,13,7,13,9,28,4,30,12,5,23,3,2,12,16,24,22,27,10,8,6,21,28,12,19,30,2020-21,3,Regular Season
1610612745,Houston Rockets,3,1,2,0.333,49.7,43.0,86.3,0.498,13.3,36.7,0.364,20.3,26.7,0.763,8.3,33.3,41.7,26.0,16.7,7.7,4.7,5.7,20.3,19.7,119.7,-4.0,30,23,7,23,3,6,22,4,11,13,15,7,8,16,23,25,27,8,20,16,19,20,13,23,5,20,2020-21,3,Regular Season
1610612754,Indiana Pacers,5,4,1,0.8,48.0,45.6,89.2,0.511,10.4,30.8,0.338,15.2,20.6,0.738,8.0,35.2,43.2,28.0,14.8,10.6,5.2,6.2,23.4,19.6,116.8,9.8,1,1,1,1,9,1,16,2,27,24,21,24,23,25,28,17,19,3,8,3,15,26,26,24,8,5,2020-21,3,Regular Season
